[16:48:57] [main/INFO]: ModLauncher running: args [--username, kaito06241234, --version, forge-43.2.14, --gameDir, C:\Users\niino\curseforge\minecraft\Instances\Chunk Block, --assetsDir, C:\Users\niino\curseforge\minecraft\Install\assets, --assetIndex, 1.19, --uuid, 6b3bab0743834251b460ff32b472be15, --accessToken, ????????, --clientId, MjdkODQ2N2ItMDRhZS00NzJkLWJlMTItZmQ0OWIzMWEyZjkw, --xuid, 2535473698352415, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.14, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[16:48:57] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[16:49:42] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.LeafCarpetModule
[16:49:42] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.CelebratoryLampsModule
[16:49:42] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.CompressedBlocksModule
[16:49:42] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.VerticalPlanksModule
[16:49:42] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.ThatchModule
[16:49:42] [modloading-worker-0/INFO]: Found 4 RS API injection points
[16:49:42] [modloading-worker-0/INFO]: Injected RS API in com.YTrollman.UniversalGrid.UniversalGrid RSAPI
[16:49:42] [modloading-worker-0/INFO]: Injected RS API in dev.smolinacadena.refinedcooking.RefinedCooking RSAPI
[16:49:42] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.WoodenPostsModule
[16:49:42] [modloading-worker-0/INFO]: Injected RS API in net.gigabit101.rebornstorage.RebornStorage RSAPI
[16:49:42] [modloading-worker-0/INFO]: Injected RS API in com.refinedmods.refinedstorageaddons.RSAddons RSAPI
[16:49:42] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.HedgesModule
[16:49:42] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.HollowLogsModule
[16:49:42] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.ShearVinesModule
[16:49:42] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.MoreMudBlocksModule
[16:49:42] [modloading-worker-0/INFO]: [BetterF3] All done!
[16:49:42] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.VariantChestsModule
[16:49:42] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.IndustrialPaletteModule
[16:49:42] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.MidoriModule
[16:49:42] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.VariantLaddersModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.VariantBookshelvesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.RopeModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.FramedGlassModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.MoreBrickTypesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.GlassItemFrameModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.SoulSandstoneModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.VariantFurnacesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.NetherBrickFenceGateModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.GoldBarsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.MoreStoneVariantsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.mobs.module.FoxhoundModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.mobs.module.ForgottenModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.mobs.module.ToretoiseModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.mobs.module.StonelingsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.mobs.module.ShibaModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.mobs.module.WraithModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.mobs.module.CrabsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.GravisandModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.MetalButtonsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.DispensersPlaceBlocksModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.JukeboxAutomationModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.ChuteModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.FeedingTroughModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.IronRodModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.PistonsMoveTileEntitiesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.ObsidianPlateModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.EnderWatcherModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.RedstoneRandomizerModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.ChainsConnectBlocksModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.TorchArrowModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.SlimeInABucketModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.PickarangModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.SkullPikesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.TrowelModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.ParrotEggsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.ColorRunesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.SeedPouchModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.BundleRecipeModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.AmbientDiscsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.EndermoshMusicDiscModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.BeaconRedirectionModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.AbacusModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.BottledCloudModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.AncientTomesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tools.module.PathfinderMapsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.world.module.MonsterBoxModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.world.module.SpiralSpiresModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.world.module.BlossomTreesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.world.module.FairyRingsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.world.module.NewStoneTypesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.world.module.AzaleaWoodModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.world.module.AncientWoodModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.world.module.NoMoreLavaPocketsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.world.module.GlimmeringWealdModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.world.module.ChorusVegetationModule
[16:49:43] [modloading-worker-0/INFO]: [FANCYMENU] Forced window to fullscreen!
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.world.module.CorundumModule
[16:49:43] [modloading-worker-0/INFO]: [FANCYMENU] Loading v2.14.7 in client-side mode!
[16:49:43] [modloading-worker-0/INFO]: [FANCYMENU] Level registry interactions allowed!
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.world.module.NetherObsidianSpikesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.world.module.BigStoneClustersModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.world.module.PermafrostModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.CompassesWorkEverywhereModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.ZombieVillagersOnNormalModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.ReacharoundPlacingModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.LockRotationModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.SlimesToMagmaCubesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.PatTheDogsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.VillagersFollowEmeraldsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.AutomaticRecipeUnlockModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.SnowGolemPlayerHeadsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.PoisonPotatoUsageModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.MoreNoteBlockSoundsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.SpongesBetterModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.ArmedArmorStandsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.GlassShardModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.VexesDieWithTheirMastersModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.UtilityRecipesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.SpongeOnWaterPlacementModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.SimpleHarvestModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.GoldToolsHaveFortuneModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.EnhancedLaddersModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.RenewableSporeBlossomsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.ShulkerPackingModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.BetterElytraRocketModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.SlabsToBlocksModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.SaferCreaturesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.EmotesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.HorsesSwimModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.CoralOnCactusModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.PigLittersModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.GrabChickensModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.NoDurabilityOnCosmeticsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.MoreBannerLayersModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.HoeHarvestingModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.DragonScalesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.ReplaceScaffoldingModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.CampfiresBoostElytraModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.SignEditingModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.DoubleDoorOpeningModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.DyeableItemFramesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.tweaks.module.DiamondRepairModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.addons.oddities.module.CrateModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.addons.oddities.module.MagnetsModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.addons.oddities.module.MatrixEnchantingModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.addons.oddities.module.PipesModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.addons.oddities.module.TotemOfHoldingModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.addons.oddities.module.BackpackModule
[16:49:43] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.addons.oddities.module.TinyPotatoModule
[16:49:43] [modloading-worker-0/INFO]: Dispatching Module Step CONSTRUCT
[16:49:44] [modloading-worker-0/INFO]: Loading Module Gravisand
[16:49:44] [modloading-worker-0/INFO]: Loading Module Metal Buttons
[16:49:44] [modloading-worker-0/INFO]: Loading Module Dispensers Place Blocks
[16:49:44] [modloading-worker-0/INFO]: Loading Module Jukebox Automation
[16:49:44] [modloading-worker-0/INFO]: Loading Module Chute
[16:49:44] [modloading-worker-0/INFO]: Loading Module Feeding Trough
[16:49:44] [modloading-worker-0/INFO]: Loading Module Iron Rod
[16:49:44] [modloading-worker-0/INFO]: Loading Module Pistons Move Tile Entities
[16:49:44] [modloading-worker-0/INFO]: Loading Module Obsidian Plate
[16:49:44] [modloading-worker-0/INFO]: Loading Module Ender Watcher
[16:49:44] [modloading-worker-0/INFO]: Loading Module Redstone Randomizer
[16:49:44] [modloading-worker-0/INFO]: Loading Module Chains Connect Blocks
[16:49:44] [modloading-worker-0/INFO]: Loading Module Shingles
[16:49:44] [modloading-worker-0/INFO]: Loading Module Grate
[16:49:44] [modloading-worker-0/INFO]: Loading Module Japanese Palette
[16:49:44] [modloading-worker-0/INFO]: Loading Module Stools
[16:49:44] [modloading-worker-0/INFO]: Loading Module Vertical Slabs
[16:49:44] [modloading-worker-0/INFO]: Loading Module Sturdy Stone
[16:49:44] [modloading-worker-0/INFO]: Loading Module Bamboo Backport
[16:49:44] [modloading-worker-0/INFO]: Loading Module Raw Metal Bricks
[16:49:44] [modloading-worker-0/INFO]: Loading Module Duskbound Blocks
[16:49:44] [modloading-worker-0/INFO]: Loading Module More Potted Plants
[16:49:44] [modloading-worker-0/INFO]: Loading Module Leaf Carpet
[16:49:44] [modloading-worker-0/INFO]: Loading Module Celebratory Lamps
[16:49:44] [modloading-worker-0/INFO]: Loading Module Compressed Blocks
[16:49:44] [modloading-worker-0/INFO]: Loading Module Vertical Planks
[16:49:44] [modloading-worker-0/INFO]: Loading Module Thatch
[16:49:44] [modloading-worker-0/INFO]: Loading Module Wooden Posts
[16:49:44] [modloading-worker-0/INFO]: Loading Module Hedges
[16:49:44] [modloading-worker-0/INFO]: Loading Module Hollow Logs
[16:49:44] [modloading-worker-0/INFO]: Loading Module Shear Vines
[16:49:44] [modloading-worker-0/INFO]: Loading Module More Mud Blocks
[16:49:44] [modloading-worker-0/INFO]: Loading Module Variant Chests
[16:49:44] [modloading-worker-0/INFO]: Loading Module Industrial Palette
[16:49:44] [modloading-worker-0/INFO]: Loading Module Midori
[16:49:44] [modloading-worker-0/INFO]: Loading Module Variant Ladders
[16:49:44] [modloading-worker-0/INFO]: Loading Module Variant Bookshelves
[16:49:44] [modloading-worker-0/INFO]: Loading Module Rope
[16:49:44] [modloading-worker-0/INFO]: Loading Module Framed Glass
[16:49:44] [modloading-worker-0/INFO]: Loading Module More Brick Types
[16:49:44] [modloading-worker-0/INFO]: Loading Module Glass Item Frame
[16:49:44] [modloading-worker-0/INFO]: Loading Module Soul Sandstone
[16:49:44] [modloading-worker-0/INFO]: Loading Module Variant Furnaces
[16:49:44] [modloading-worker-0/INFO]: Loading Module Nether Brick Fence Gate
[16:49:44] [modloading-worker-0/INFO]: Loading Module Gold Bars
[16:49:44] [modloading-worker-0/INFO]: Loading Module More Stone Variants
[16:49:44] [modloading-worker-0/INFO]: Loading Module Hotbar Changer
[16:49:44] [modloading-worker-0/INFO]: Loading Module Quick Armor Swapping
[16:49:44] [modloading-worker-0/INFO]: Loading Module Easy Transfering
[16:49:44] [modloading-worker-0/INFO]: Loading Module Automatic Tool Restock
[16:49:44] [modloading-worker-0/INFO]: Loading Module Item Sharing
[16:49:44] [modloading-worker-0/INFO]: Loading Module Expanded Item Interactions
[16:49:44] [modloading-worker-0/INFO]: Loading Module Inventory Sorting
[16:49:44] [modloading-worker-0/INFO]: Loading Module Torch Arrow
[16:49:44] [modloading-worker-0/INFO]: Loading Module Slime In A Bucket
[16:49:44] [modloading-worker-0/INFO]: Loading Module Pickarang
[16:49:44] [modloading-worker-0/INFO]: Loading Module Skull Pikes
[16:49:44] [modloading-worker-0/INFO]: Loading Module Trowel
[16:49:44] [modloading-worker-0/INFO]: Loading Module Parrot Eggs
[16:49:44] [modloading-worker-0/INFO]: Loading Module Color Runes
[16:49:44] [modloading-worker-0/INFO]: Loading Module Seed Pouch
[16:49:44] [modloading-worker-0/INFO]: Loading Module Bundle Recipe
[16:49:44] [modloading-worker-0/INFO]: Loading Module Ambient Discs
[16:49:44] [modloading-worker-0/INFO]: Loading Module Endermosh Music Disc
[16:49:44] [modloading-worker-0/INFO]: Loading Module Beacon Redirection
[16:49:44] [modloading-worker-0/INFO]: Loading Module Abacus
[16:49:44] [modloading-worker-0/INFO]: Loading Module Bottled Cloud
[16:49:44] [modloading-worker-0/INFO]: Loading Module Ancient Tomes
[16:49:44] [modloading-worker-0/INFO]: Loading Module Pathfinder Maps
[16:49:44] [modloading-worker-0/INFO]: Loading Module Compasses Work Everywhere
[16:49:44] [modloading-worker-0/INFO]: Loading Module Zombie Villagers On Normal
[16:49:44] [modloading-worker-0/INFO]: Loading Module Reacharound Placing
[16:49:44] [modloading-worker-0/INFO]: Loading Module Lock Rotation
[16:49:44] [modloading-worker-0/INFO]: Loading Module Slimes To Magma Cubes
[16:49:44] [modloading-worker-0/INFO]: Loading Module Pat The Dogs
[16:49:44] [modloading-worker-0/INFO]: Loading Module Villagers Follow Emeralds
[16:49:44] [modloading-worker-0/INFO]: Loading Module Automatic Recipe Unlock
[16:49:44] [modloading-worker-0/INFO]: Loading Module Snow Golem Player Heads
[16:49:44] [modloading-worker-0/INFO]: Loading Module Poison Potato Usage
[16:49:44] [modloading-worker-0/INFO]: Loading Module More Note Block Sounds
[16:49:44] [modloading-worker-0/INFO]: Loading Module Sponges Better
[16:49:44] [modloading-worker-0/INFO]: Loading Module Armed Armor Stands
[16:49:44] [modloading-worker-0/INFO]: Loading Module Glass Shard
[16:49:44] [modloading-worker-0/INFO]: Loading Module Vexes Die With Their Masters
[16:49:44] [modloading-worker-0/INFO]: Loading Module Utility Recipes
[16:49:44] [modloading-worker-0/INFO]: Loading Module Sponge On Water Placement
[16:49:44] [modloading-worker-0/INFO]: Loading Module Simple Harvest
[16:49:44] [modloading-worker-0/INFO]: Loading Module Gold Tools Have Fortune
[16:49:44] [modloading-worker-0/INFO]: Loading Module Enhanced Ladders
[16:49:44] [modloading-worker-0/INFO]: Loading Module Renewable Spore Blossoms
[16:49:44] [modloading-worker-0/INFO]: Loading Module Shulker Packing
[16:49:44] [modloading-worker-0/INFO]: Loading Module Better Elytra Rocket
[16:49:44] [modloading-worker-0/INFO]: Loading Module Slabs To Blocks
[16:49:44] [modloading-worker-0/INFO]: Loading Module Safer Creatures
[16:49:44] [modloading-worker-0/INFO]: Loading Module Emotes
[16:49:44] [modloading-worker-0/INFO]: Loading Module Horses Swim
[16:49:44] [modloading-worker-0/INFO]: Loading Module Coral On Cactus
[16:49:44] [modloading-worker-0/INFO]: Loading Module Pig Litters
[16:49:44] [modloading-worker-0/INFO]: Loading Module Grab Chickens
[16:49:44] [modloading-worker-0/INFO]: Loading Module No Durability On Cosmetics
[16:49:44] [modloading-worker-0/INFO]: Loading Module More Banner Layers
[16:49:44] [modloading-worker-0/INFO]: Loading Module Hoe Harvesting
[16:49:44] [modloading-worker-0/INFO]: Loading Module Dragon Scales
[16:49:44] [modloading-worker-0/INFO]: Loading Module Replace Scaffolding
[16:49:44] [modloading-worker-0/INFO]: Loading Module Campfires Boost Elytra
[16:49:44] [modloading-worker-0/INFO]: Loading Module Sign Editing
[16:49:44] [modloading-worker-0/INFO]: Loading Module Double Door Opening
[16:49:44] [modloading-worker-0/INFO]: Loading Module Dyeable Item Frames
[16:49:44] [modloading-worker-0/INFO]: Loading Module Diamond Repair
[16:49:44] [modloading-worker-0/INFO]: Loading Module Monster Box
[16:49:44] [modloading-worker-0/INFO]: Loading Module Spiral Spires
[16:49:44] [modloading-worker-0/INFO]: Loading Module Blossom Trees
[16:49:44] [modloading-worker-0/INFO]: Loading Module Fairy Rings
[16:49:44] [modloading-worker-0/INFO]: Loading Module New Stone Types
[16:49:44] [modloading-worker-0/INFO]: Loading Module Azalea Wood
[16:49:44] [modloading-worker-0/INFO]: Loading Module Ancient Wood
[16:49:44] [modloading-worker-0/INFO]: Loading Module No More Lava Pockets
[16:49:44] [modloading-worker-0/INFO]: Loading Module Glimmering Weald
[16:49:44] [modloading-worker-0/INFO]: Loading Module Chorus Vegetation
[16:49:44] [modloading-worker-0/INFO]: Loading Module Corundum
[16:49:44] [modloading-worker-0/INFO]: Loading Module Nether Obsidian Spikes
[16:49:44] [modloading-worker-0/INFO]: Loading Module Big Stone Clusters
[16:49:44] [modloading-worker-0/INFO]: Loading Module Permafrost
[16:49:44] [modloading-worker-0/INFO]: Loading Module Foxhound
[16:49:44] [modloading-worker-0/INFO]: Loading Module Forgotten
[16:49:44] [modloading-worker-0/INFO]: Loading Module Toretoise
[16:49:44] [modloading-worker-0/INFO]: Loading Module Stonelings
[16:49:44] [modloading-worker-0/INFO]: Loading Module Shiba
[16:49:44] [modloading-worker-0/INFO]: Loading Module Wraith
[16:49:44] [modloading-worker-0/INFO]: Loading Module Crabs
[16:49:44] [modloading-worker-0/INFO]: Loading Module Variant Animal Textures
[16:49:44] [modloading-worker-0/INFO]: Loading Module Elytra Indicator
[16:49:44] [modloading-worker-0/INFO]: Loading Module Camera
[16:49:44] [modloading-worker-0/INFO]: Loading Module Microcrafting Helper
[16:49:44] [modloading-worker-0/INFO]: Loading Module Usage Ticker
[16:49:44] [modloading-worker-0/INFO]: Loading Module Back Button Keybind
[16:49:44] [modloading-worker-0/INFO]: Loading Module Chest Searching
[16:49:44] [modloading-worker-0/INFO]: Loading Module Auto Walk Keybind
[16:49:44] [modloading-worker-0/INFO]: Loading Module Soul Candles
[16:49:44] [modloading-worker-0/INFO]: Loading Module Long Range Pick Block
[16:49:44] [modloading-worker-0/INFO]: Loading Module Greener Grass
[16:49:44] [modloading-worker-0/INFO]: Loading Module Improved Tooltips
[16:49:44] [modloading-worker-0/INFO]: Loading Module Wool Shuts Up Minecarts
[16:49:44] [modloading-worker-0/INFO]: Loading Module Uses For Curses
[16:49:44] [modloading-worker-0/INFO]: Loading Module Adjustable Chat
[16:49:44] [modloading-worker-0/INFO]: Loading Module Spawner Replacer
[16:49:44] [modloading-worker-0/INFO]: Loading Module Narrator Readout
[16:49:44] [modloading-worker-0/INFO]: Loading Module Game Nerfs
[16:49:44] [modloading-worker-0/INFO]: Loading Module Enchantments Begone
[16:49:44] [modloading-worker-0/INFO]: Loading Module Enchantment Predicates
[16:49:44] [modloading-worker-0/INFO]: Loading Module Overlay Shader
[16:49:44] [modloading-worker-0/INFO]: Loading Module Crate
[16:49:44] [modloading-worker-0/INFO]: Loading Module Magnets
[16:49:44] [modloading-worker-0/INFO]: Loading Module Matrix Enchanting
[16:49:44] [modloading-worker-0/INFO]: Loading Module Pipes
[16:49:44] [modloading-worker-0/INFO]: Loading Module Totem Of Holding
[16:49:44] [modloading-worker-0/INFO]: Loading Module Backpack
[16:49:44] [modloading-worker-0/INFO]: Loading Module Tiny Potato
[16:49:44] [modloading-worker-0/INFO]: Dispatching Module Step CONSTRUCT_CLIENT
[16:49:45] [Render thread/INFO]: Dispatching Module Step REGISTER
[16:49:46] [Render thread/INFO]: Dispatching Module Step POST_REGISTER
[16:49:51] [FTB Backups Config Watcher 0/INFO]: Config at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\config\ftbbackups2.json has changed, reloaded!
[16:50:05] [Render thread/WARN]: Failed to find custom wood type byg:embur
[16:50:05] [Render thread/INFO]: Initialized block sets in 32ms
[16:50:08] [Render thread/ERROR]: An error occurred while creating crop with id mysticalcustomization:soulium
com.google.gson.JsonSyntaxException: Invalid crop type provided: minecraft:resource
	at com.blakebr0.mysticalcustomization.loader.CropLoader.lambda$onPostRegisterCrops$1(CropLoader.java:91) ~[MysticalCustomization-1.19.2-4.0.1.jar%23484!/:4.0.1]
	at java.util.HashMap.forEach(HashMap.java:1421) ~[?:?]
	at com.blakebr0.mysticalcustomization.loader.CropLoader.onPostRegisterCrops(CropLoader.java:87) ~[MysticalCustomization-1.19.2-4.0.1.jar%23484!/:4.0.1]
	at com.blakebr0.mysticalcustomization.lib.ModCorePlugin.onPostRegisterCrops(ModCorePlugin.java:27) ~[MysticalCustomization-1.19.2-4.0.1.jar%23484!/:4.0.1]
	at com.blakebr0.mysticalagriculture.registry.CropRegistry.lambda$onRegisterItems$11(CropRegistry.java:163) ~[MysticalAgriculture-1.19.2-6.0.11.jar%23483!/:6.0.11]
	at java.util.LinkedHashMap.forEach(LinkedHashMap.java:721) ~[?:?]
